NurseID,NurseName,DOB,Gender,Phone,City,Department
N001324,Nurse_1324,1986-03-16,M,5007563081,City_98,Pediatrics
N001325,Nurse_1325,1985-08-12,M,1610460729,City_11,Surgery
N001326,Nurse_1326,1985-03-27,M,5273052158,City_24,General
N001327,Nurse_1327,1969-11-29,M,4673601754,City_67,ER
N001328,Nurse_1328,1982-04-09,F,5790916322,City_4,ER
N001329,Nurse_1329,1961-07-16,F,7384495626,City_78,Pediatrics
N001330,Nurse_1330,1977-04-20,F,7807041599,City_57,ICU
N001331,Nurse_1331,1965-08-02,F,8264636801,City_7,ICU
N001332,Nurse_1332,1962-03-09,M,2828043819,City_33,ICU
N001333,Nurse_1333,1987-09-16,F,1875410682,City_94,ER
N001334,Nurse_1334,1977-08-06,M,1359839036,City_46,ICU
N001335,Nurse_1335,1979-12-25,M,4579360261,City_38,Pediatrics
N001336,Nurse_1336,1984-07-01,M,3417970942,City_50,ICU
N001337,Nurse_1337,1965-07-01,F,8724232906,City_37,Surgery
N001338,Nurse_1338,1971-05-27,F,7552037329,City_33,General
N001339,Nurse_1339,1991-05-16,F,2021947463,City_52,General
N001340,Nurse_1340,1979-09-28,M,9239793476,City_87,ER
N001341,Nurse_1341,1986-03-21,M,7131164128,City_68,General
N001342,Nurse_1342,1993-05-04,M,7340951007,City_48,General
N001343,Nurse_1343,1976-06-08,F,1616639920,City_98,Surgery
N001344,Nurse_1344,1970-04-11,F,5123673167,City_3,General
N001345,Nurse_1345,1972-10-20,M,8165989958,City_9,Pediatrics
N001346,Nurse_1346,1977-07-29,M,7180491245,City_91,General
N001347,Nurse_1347,1993-04-20,F,6997377157,City_99,ICU
N001348,Nurse_1348,1965-04-05,M,6774907642,City_14,General
N001349,Nurse_1349,1999-01-19,F,2493298661,City_73,ER
N001350,Nurse_1350,1987-05-16,M,2217964613,City_10,ER
N001351,Nurse_1351,1991-06-21,F,6972674091,City_55,Surgery
N001352,Nurse_1352,1973-06-09,F,5906399907,City_65,Pediatrics
N001353,Nurse_1353,1981-06-02,F,4489244719,City_4,Pediatrics
N001354,Nurse_1354,1993-05-17,M,3701036357,City_64,Pediatrics
N001355,Nurse_1355,1975-01-17,F,5521371778,City_99,ER
N001356,Nurse_1356,1983-05-18,M,4438260384,City_4,ER
N001357,Nurse_1357,1977-01-26,M,7681011226,City_77,ICU
N001358,Nurse_1358,1961-05-29,M,7759161145,City_23,General
N001359,Nurse_1359,1998-06-23,F,7157633956,City_97,General
N001360,Nurse_1360,1971-03-21,F,2329249215,City_19,Pediatrics
N001361,Nurse_1361,1999-02-21,F,8413494510,City_96,Surgery
N001362,Nurse_1362,1981-05-15,M,3929770106,City_33,Pediatrics
N001363,Nurse_1363,1995-07-15,F,3573923035,City_49,ICU
N001364,Nurse_1364,1977-09-25,F,2961202080,City_89,ICU
N001365,Nurse_1365,1984-10-21,F,2959974826,City_83,Surgery
N001366,Nurse_1366,1970-11-28,F,3145488356,City_93,ER
N001367,Nurse_1367,1980-09-28,M,1913165496,City_84,Pediatrics
N001368,Nurse_1368,1995-09-20,M,1192558805,City_31,ER
N001369,Nurse_1369,1967-01-20,M,5724289538,City_57,General
N001370,Nurse_1370,1983-06-23,F,3148706780,City_71,Surgery
N001371,Nurse_1371,1964-03-22,F,4897717107,City_31,ER
N001372,Nurse_1372,1990-10-05,F,9789607327,City_34,ER
N001373,Nurse_1373,1969-05-12,F,6612896845,City_9,Pediatrics
N001374,Nurse_1374,1983-11-28,F,3485070614,City_92,Pediatrics
N001375,Nurse_1375,1985-07-12,F,5261934340,City_55,Surgery
N001376,Nurse_1376,1994-01-23,F,9695108337,City_98,Surgery
N001377,Nurse_1377,1977-08-04,F,4863147399,City_61,ER
N001378,Nurse_1378,1977-09-20,F,1987840332,City_94,General
N001379,Nurse_1379,1987-10-27,M,8645524425,City_28,Surgery
N001380,Nurse_1380,1963-03-13,M,7855729819,City_23,Pediatrics
N001381,Nurse_1381,1988-06-03,M,1633218421,City_58,Surgery
N001382,Nurse_1382,1973-07-25,M,6834536465,City_89,Pediatrics
N001383,Nurse_1383,1984-06-04,F,9337482613,City_34,ER
N001384,Nurse_1384,1985-10-27,F,6668364551,City_21,Surgery
N001385,Nurse_1385,1968-01-25,M,1274648203,City_97,ICU
N001386,Nurse_1386,1995-10-17,F,1704385570,City_74,General
N001387,Nurse_1387,1977-06-23,M,3994696525,City_75,ICU
N001388,Nurse_1388,1979-07-21,M,9770077976,City_66,ER
N001389,Nurse_1389,1981-06-26,M,4555430482,City_29,Pediatrics
N001390,Nurse_1390,1962-06-17,F,6657736190,City_51,Pediatrics
N001391,Nurse_1391,1964-02-19,M,9434511857,City_41,Pediatrics
N001392,Nurse_1392,1992-06-15,F,4453685158,City_73,ICU
N001393,Nurse_1393,1970-01-24,F,7983612813,City_77,Pediatrics
N001394,Nurse_1394,1976-06-15,M,5618748994,City_8,ER
N001395,Nurse_1395,1978-10-15,F,5279795004,City_30,Surgery
N001396,Nurse_1396,1985-05-11,M,6814255201,City_41,ER
N001397,Nurse_1397,1972-06-01,F,9854749286,City_35,ER
N001398,Nurse_1398,1969-10-06,F,7828451462,City_56,ICU
N001399,Nurse_1399,1970-10-16,F,5275047604,City_100,ICU
N001400,Nurse_1400,1963-04-29,M,4618088321,City_38,General
N001401,Nurse_1401,1999-09-15,M,1292247961,City_61,Pediatrics
N001402,Nurse_1402,1960-01-08,M,4082503027,City_33,ICU
N001403,Nurse_1403,1988-10-01,F,8440175217,City_16,Pediatrics
N001404,Nurse_1404,1968-09-04,M,5258480184,City_36,ICU
N001405,Nurse_1405,1963-02-18,F,1559481996,City_94,General
N001406,Nurse_1406,1968-05-20,M,7979563598,City_6,ICU
N001407,Nurse_1407,1980-12-25,F,9236732952,City_44,General
N001408,Nurse_1408,1995-06-06,F,2691485381,City_60,Pediatrics
N001409,Nurse_1409,1969-01-21,F,5114390238,City_69,Surgery
N001410,Nurse_1410,1987-03-29,F,6335415705,City_76,ER
N001411,Nurse_1411,1996-09-01,M,5632405579,City_38,Surgery
N001412,Nurse_1412,1996-04-22,M,9006617699,City_11,ICU
N001413,Nurse_1413,1973-05-04,F,9503614128,City_12,General
N001414,Nurse_1414,1968-03-23,F,3847855070,City_7,ICU
N001415,Nurse_1415,1976-07-21,M,8043905518,City_13,ICU
N001416,Nurse_1416,1997-10-14,M,3000601094,City_93,ICU
N001417,Nurse_1417,1992-04-24,M,3526914567,City_37,ER
N001418,Nurse_1418,1966-04-09,M,2061552412,City_49,ER
N001419,Nurse_1419,1962-12-10,M,1739832106,City_65,Surgery
N001420,Nurse_1420,1977-04-19,M,9249144487,City_57,ICU
N001421,Nurse_1421,1963-06-25,M,4425106727,City_66,Surgery
N001422,Nurse_1422,1986-11-29,M,3338317906,City_93,General
N001423,Nurse_1423,1983-04-12,F,1811615442,City_83,ICU
N001424,Nurse_1424,1981-06-04,F,8654351888,City_93,ICU
N001425,Nurse_1425,1985-12-28,M,7868699123,City_18,Pediatrics
N001426,Nurse_1426,1976-07-03,F,3242672267,City_84,Pediatrics
N001427,Nurse_1427,1971-10-13,F,4584379409,City_60,ER
N001428,Nurse_1428,1982-09-01,M,9866576382,City_33,General
N001429,Nurse_1429,1990-10-10,F,8839137603,City_5,Surgery
N001430,Nurse_1430,1983-11-11,F,4845376009,City_2,Surgery
N001431,Nurse_1431,1969-01-20,M,2362730311,City_99,Pediatrics
N001432,Nurse_1432,1973-02-22,M,1236253148,City_64,Surgery
N001433,Nurse_1433,1976-02-19,M,7087600415,City_28,ER
N001434,Nurse_1434,1995-08-30,F,5422600745,City_6,ICU
N001435,Nurse_1435,1985-06-28,F,8657221533,City_26,ICU
N001436,Nurse_1436,1968-03-20,F,1711745014,City_1,Surgery
N001437,Nurse_1437,1987-05-12,M,8409993159,City_40,Pediatrics
N001438,Nurse_1438,1968-11-13,F,1212328472,City_82,ICU
N001439,Nurse_1439,1994-11-11,M,8730676194,City_98,General
N001440,Nurse_1440,1968-07-08,M,4338225244,City_24,ER
N001441,Nurse_1441,1986-03-07,F,4632587634,City_82,General
N001442,Nurse_1442,1990-08-08,F,1267047053,City_72,General
N001443,Nurse_1443,1979-02-16,F,5031286794,City_34,ICU
N001444,Nurse_1444,1978-12-27,F,2914549954,City_87,Surgery
N001445,Nurse_1445,1960-05-17,F,9941292183,City_50,Surgery
N001446,Nurse_1446,1972-06-23,F,9335181253,City_35,Surgery
N001447,Nurse_1447,1974-11-07,F,7602831137,City_55,Pediatrics
N001448,Nurse_1448,1970-02-13,M,1695984027,City_13,ICU
N001449,Nurse_1449,1979-08-17,F,5099577365,City_92,Pediatrics
N001450,Nurse_1450,1995-09-07,F,7338293398,City_20,General
N001451,Nurse_1451,1970-03-08,M,6267434397,City_74,General
N001452,Nurse_1452,1967-03-02,F,2813744636,City_79,Surgery
N001453,Nurse_1453,1999-08-05,M,9242775616,City_59,Pediatrics
N001454,Nurse_1454,1987-06-29,F,5310638951,City_11,ER
N001455,Nurse_1455,1973-06-20,F,6308177814,City_74,Pediatrics
N001456,Nurse_1456,1973-04-03,F,1492107638,City_34,General
N001457,Nurse_1457,1978-05-17,M,4279433560,City_42,Surgery
N001458,Nurse_1458,1997-01-04,M,7589013605,City_30,ICU
N001459,Nurse_1459,1973-01-13,F,6327801900,City_54,ICU
N001460,Nurse_1460,1978-02-13,M,9088267039,City_15,Surgery
N001461,Nurse_1461,1982-10-24,M,1989512987,City_6,ER
N001462,Nurse_1462,1997-04-02,F,8479365846,City_66,General
N001463,Nurse_1463,1978-06-01,F,4686840494,City_25,ER
N001464,Nurse_1464,1965-03-07,M,7710146631,City_69,General
N001465,Nurse_1465,1980-05-06,F,7719975151,City_40,Pediatrics
N001466,Nurse_1466,1994-04-21,M,1611335868,City_52,ICU
N001467,Nurse_1467,1988-12-07,F,4198042144,City_78,General
N001468,Nurse_1468,1967-07-20,M,1762162295,City_2,Surgery
N001469,Nurse_1469,1992-02-18,F,5065527998,City_41,General
N001470,Nurse_1470,1991-05-15,M,6909339638,City_71,Surgery
N001471,Nurse_1471,1999-10-02,F,3165486226,City_29,Pediatrics
N001472,Nurse_1472,1986-06-13,M,3265210413,City_26,ER
N001473,Nurse_1473,1985-09-06,M,8576023423,City_86,General
N001474,Nurse_1474,1960-07-12,F,3567199663,City_17,ICU
N001475,Nurse_1475,1991-01-27,F,2669907455,City_30,General
N001476,Nurse_1476,1969-07-29,M,7094672345,City_70,Pediatrics
N001477,Nurse_1477,1982-10-01,M,3109454104,City_5,ER
N001478,Nurse_1478,1964-05-09,M,9386634871,City_74,ER
N001479,Nurse_1479,1999-04-12,M,5882691787,City_91,ICU
N001480,Nurse_1480,1971-01-25,M,4508516394,City_91,ICU
N001481,Nurse_1481,1986-06-21,M,1879795778,City_32,Pediatrics
N001482,Nurse_1482,1983-10-02,M,4594370129,City_27,ER
N001483,Nurse_1483,1969-10-15,F,7595017874,City_90,Pediatrics
N001484,Nurse_1484,1983-05-29,M,7171879892,City_89,Pediatrics
N001485,Nurse_1485,1994-03-11,F,4454476267,City_22,General
N001486,Nurse_1486,1962-03-13,F,9893546932,City_100,Pediatrics
N001487,Nurse_1487,1965-08-10,F,2222288051,City_91,General
N001488,Nurse_1488,1978-06-15,M,8776101298,City_18,Pediatrics
N001489,Nurse_1489,1996-01-06,F,3263647061,City_81,ER
N001490,Nurse_1490,1993-02-15,F,1847630569,City_43,ER
N001491,Nurse_1491,1975-07-02,M,6613568988,City_22,General
N001492,Nurse_1492,1972-02-11,F,4139159388,City_70,Surgery
N001493,Nurse_1493,1964-07-17,M,7367977029,City_56,Pediatrics
N001494,Nurse_1494,1967-01-16,F,9488427928,City_88,ER
N001495,Nurse_1495,1962-12-11,F,4185143209,City_95,Pediatrics
N001496,Nurse_1496,1961-08-08,M,4648075785,City_22,Pediatrics
N001497,Nurse_1497,1982-06-30,M,1578951173,City_61,ICU
N001498,Nurse_1498,1999-11-08,M,7508987193,City_7,Pediatrics
N001499,Nurse_1499,1996-05-07,F,7261305500,City_38,ICU
N001500,Nurse_1500,1969-06-24,F,4767836272,City_24,Pediatrics
N001501,Nurse_1501,1977-05-06,M,6697455001,City_67,ER
N001502,Nurse_1502,1991-12-13,F,3995491697,City_58,Surgery
N001503,Nurse_1503,1963-01-21,M,7840322447,City_74,ICU
N001504,Nurse_1504,1990-06-26,F,7360874404,City_60,General
N001505,Nurse_1505,1987-01-30,F,2336334446,City_65,ER
N001506,Nurse_1506,1988-05-06,M,2396622078,City_77,Surgery
N001507,Nurse_1507,1989-12-19,M,9322490984,City_26,ICU
N001508,Nurse_1508,1966-02-24,F,8785007906,City_81,Surgery
N001509,Nurse_1509,1960-02-12,M,7662006288,City_63,ICU
N001510,Nurse_1510,1975-11-13,F,7199255635,City_65,ICU
N001511,Nurse_1511,1976-08-28,M,4147811759,City_8,Pediatrics
N001512,Nurse_1512,1968-10-04,M,2100888201,City_71,Pediatrics
N001513,Nurse_1513,1971-04-07,F,6380245142,City_10,Surgery
N001514,Nurse_1514,1964-12-26,M,2339520773,City_67,ER
N001515,Nurse_1515,1991-11-08,M,6767557257,City_12,General
N001516,Nurse_1516,1983-02-01,F,1367900624,City_59,ICU
N001517,Nurse_1517,1969-08-21,M,2967847027,City_75,General
N001518,Nurse_1518,1990-12-30,M,3743485575,City_47,General
N001519,Nurse_1519,1966-08-15,F,3576467004,City_13,Pediatrics
N001520,Nurse_1520,1970-09-23,M,2690923994,City_93,ICU
N001521,Nurse_1521,1973-09-28,F,9023362271,City_37,Surgery
N001522,Nurse_1522,1995-07-16,F,3886781609,City_95,ICU
N001523,Nurse_1523,1965-02-22,F,2490456065,City_29,ER
N001524,Nurse_1524,1996-04-26,M,2127883586,City_47,General
N001525,Nurse_1525,1983-10-22,M,1792379011,City_74,General
N001526,Nurse_1526,1970-02-25,M,8838177028,City_86,ER
N001527,Nurse_1527,1999-06-17,F,6777677111,City_49,General
N001528,Nurse_1528,1991-08-18,M,6926251637,City_89,General
N001529,Nurse_1529,1985-08-26,F,7877941727,City_97,Surgery
N001530,Nurse_1530,1984-01-16,M,5570932323,City_75,Surgery
N001531,Nurse_1531,1987-11-26,F,7815825284,City_24,Pediatrics
N001532,Nurse_1532,1982-04-29,F,8850231834,City_84,ICU
N001533,Nurse_1533,1981-09-12,F,7153365980,City_22,Surgery
N001534,Nurse_1534,1997-07-17,M,5707550057,City_40,General
N001535,Nurse_1535,1994-07-20,F,3155372076,City_65,General
N001536,Nurse_1536,1985-02-24,F,4442560625,City_46,ER
N001537,Nurse_1537,1975-11-12,M,6579389943,City_2,Surgery
N001538,Nurse_1538,1996-12-03,F,7538804454,City_55,ICU
N001539,Nurse_1539,1990-06-27,M,6837370460,City_25,Pediatrics
N001540,Nurse_1540,1972-09-21,M,8731735723,City_39,ICU
N001541,Nurse_1541,1973-09-16,F,2558218270,City_7,Surgery
N001542,Nurse_1542,1994-07-27,M,9446382921,City_77,Surgery
N001543,Nurse_1543,1966-08-24,M,3288981865,City_56,Pediatrics
N001544,Nurse_1544,1969-03-19,F,2134635098,City_88,Surgery
N001545,Nurse_1545,1998-09-16,M,8345214816,City_89,Pediatrics
N001546,Nurse_1546,1976-02-20,F,9041379252,City_24,Surgery
N001547,Nurse_1547,1981-12-16,F,5017104829,City_54,Surgery
N001548,Nurse_1548,1986-01-11,M,5151707625,City_60,General
N001549,Nurse_1549,1966-10-14,M,3635405443,City_86,ICU
N001550,Nurse_1550,1973-06-10,F,6671447158,City_70,ER
N001551,Nurse_1551,1977-10-22,F,3134951980,City_73,Surgery
N001552,Nurse_1552,1986-06-19,F,3295676671,City_89,ICU
N001553,Nurse_1553,1981-07-24,F,9609831271,City_58,Pediatrics
N001554,Nurse_1554,1973-04-10,M,5080452137,City_79,General
N001555,Nurse_1555,1981-03-05,F,4735457022,City_18,ICU
N001556,Nurse_1556,1982-01-08,F,7973779403,City_58,General
N001557,Nurse_1557,1997-12-22,F,1729008714,City_67,ICU
N001558,Nurse_1558,1966-07-02,M,9884413602,City_79,ER
N001559,Nurse_1559,1969-10-15,F,2719322238,City_82,ER
N001560,Nurse_1560,1960-08-23,M,7601936693,City_43,Pediatrics
N001561,Nurse_1561,1971-05-11,F,2483850030,City_47,ICU
N001562,Nurse_1562,1986-05-01,M,7869410775,City_23,General
N001563,Nurse_1563,1962-03-12,F,4261605809,City_98,ICU
N001564,Nurse_1564,1978-02-21,F,5086110018,City_90,Pediatrics
N001565,Nurse_1565,1976-04-29,F,5354536577,City_18,Pediatrics
N001566,Nurse_1566,1974-11-13,F,5064277899,City_33,General
N001567,Nurse_1567,1970-07-09,F,2540268762,City_55,ICU
N001568,Nurse_1568,1974-07-13,M,4061630240,City_64,Surgery
N001569,Nurse_1569,1972-11-14,M,1564142622,City_57,General
N001570,Nurse_1570,1987-02-06,F,7697281852,City_50,General
N001571,Nurse_1571,1981-06-20,F,9922196003,City_14,ICU
N001572,Nurse_1572,1971-07-02,M,1763334674,City_26,Pediatrics
N001573,Nurse_1573,1986-09-07,M,6541006535,City_31,ER
N001574,Nurse_1574,1978-06-14,F,9777041647,City_30,Surgery
N001575,Nurse_1575,1971-07-16,F,8843172475,City_71,ER
N001576,Nurse_1576,1997-04-04,F,4919566188,City_78,Pediatrics
N001577,Nurse_1577,1967-03-31,M,6313201171,City_36,ER
N001578,Nurse_1578,1980-02-22,F,2043519234,City_91,General
N001579,Nurse_1579,1999-04-30,M,8067921105,City_77,ICU
N001580,Nurse_1580,1969-02-19,F,4201397288,City_50,General
N001581,Nurse_1581,1975-05-15,M,7576043538,City_49,Surgery
N001582,Nurse_1582,1996-02-22,F,3444474195,City_43,ICU
N001583,Nurse_1583,1974-12-26,F,3356218769,City_50,Surgery
N001584,Nurse_1584,1975-09-11,M,9548715293,City_57,Surgery
N001585,Nurse_1585,1968-02-13,F,6244571378,City_73,Surgery
N001586,Nurse_1586,1979-01-24,M,7451743620,City_66,ICU
N001587,Nurse_1587,1991-07-12,F,9379152021,City_70,ER
N001588,Nurse_1588,1972-07-29,F,4916962133,City_90,Pediatrics
N001589,Nurse_1589,1964-05-31,M,8311056137,City_3,General
N001590,Nurse_1590,1987-10-20,M,1826195351,City_15,General
N001591,Nurse_1591,1967-05-23,M,4821641703,City_76,General
N001592,Nurse_1592,1972-01-23,F,7957703187,City_48,ICU
N001593,Nurse_1593,1972-11-26,M,6223489425,City_13,Surgery
N001594,Nurse_1594,1979-09-28,F,6793744433,City_10,Surgery
N001595,Nurse_1595,1960-01-26,M,9666928049,City_81,General
N001596,Nurse_1596,1990-11-14,F,5579228097,City_10,Pediatrics
N001597,Nurse_1597,1981-10-28,F,2684340774,City_36,Surgery
N001598,Nurse_1598,1993-10-05,M,2592613743,City_82,General
N001599,Nurse_1599,1973-09-29,F,4404602537,City_38,General
N001600,Nurse_1600,1973-09-22,F,9702506679,City_44,General
N001601,Nurse_1601,1975-03-25,F,6051666025,City_69,ICU
N001602,Nurse_1602,1974-06-16,F,6747359234,City_60,Surgery
N001603,Nurse_1603,1995-04-17,M,2062727447,City_61,General
N001604,Nurse_1604,1972-09-27,F,6540057720,City_70,ICU
N001605,Nurse_1605,1987-12-23,M,3376795156,City_48,Surgery
N001606,Nurse_1606,1997-09-15,F,6051399933,City_56,Surgery
N001607,Nurse_1607,1989-06-23,M,1513835299,City_78,Pediatrics
N001608,Nurse_1608,1985-01-22,M,6930772854,City_2,Surgery
N001609,Nurse_1609,1982-07-18,F,6199982589,City_67,General
N001610,Nurse_1610,1995-04-23,M,2618504598,City_88,ICU
N001611,Nurse_1611,1986-05-15,M,5949281121,City_47,General
N001612,Nurse_1612,1963-06-16,M,4152964541,City_25,Pediatrics
N001613,Nurse_1613,1979-06-25,M,8038658563,City_25,Pediatrics
N001614,Nurse_1614,1982-09-02,M,8077383270,City_88,General
N001615,Nurse_1615,1973-02-06,M,8081601357,City_99,ER
N001616,Nurse_1616,1973-07-29,F,4847697713,City_77,Pediatrics
N001617,Nurse_1617,1964-08-08,F,5342372993,City_24,ER
N001618,Nurse_1618,1993-06-20,F,4999086110,City_91,Surgery
N001619,Nurse_1619,1990-12-30,M,2966269719,City_25,Surgery
N001620,Nurse_1620,1986-10-20,F,7053593004,City_76,Pediatrics
N001621,Nurse_1621,1960-01-24,F,9873542679,City_46,ICU
N001622,Nurse_1622,1979-11-13,M,9868999398,City_33,Pediatrics
N001623,Nurse_1623,1985-12-06,F,3464765350,City_30,Surgery
N001624,Nurse_1624,1987-11-01,M,5830835407,City_1,ICU
N001625,Nurse_1625,1964-02-15,F,5966372245,City_83,Pediatrics
N001626,Nurse_1626,1983-06-28,M,7118974816,City_89,ER
N001627,Nurse_1627,1966-07-07,F,5236755178,City_64,General
N001628,Nurse_1628,1971-01-12,M,9707189542,City_23,ER
N001629,Nurse_1629,1965-09-24,M,5678666736,City_79,General
N001630,Nurse_1630,1984-10-21,M,7164860597,City_37,ICU
N001631,Nurse_1631,1965-09-05,F,6587679545,City_64,Pediatrics
N001632,Nurse_1632,1984-04-09,F,3518314901,City_20,ER
N001633,Nurse_1633,1970-09-28,M,6995843073,City_13,Pediatrics
N001634,Nurse_1634,1978-06-24,M,6871900776,City_8,ER
N001635,Nurse_1635,1992-10-30,M,1077545262,City_71,General
N001636,Nurse_1636,1982-11-30,M,4844050077,City_61,Surgery
N001637,Nurse_1637,1998-11-29,M,8543986960,City_55,Pediatrics
N001638,Nurse_1638,1965-05-05,F,9921237441,City_41,Pediatrics
N001639,Nurse_1639,1973-03-05,F,7669547428,City_8,Pediatrics
N001640,Nurse_1640,1968-04-02,F,7048688242,City_59,ER
N001641,Nurse_1641,1966-07-14,M,4700433052,City_55,Surgery
N001642,Nurse_1642,1960-09-02,M,2402714247,City_27,Surgery
N001643,Nurse_1643,1993-10-09,F,6768453609,City_49,ICU
N001644,Nurse_1644,1962-11-26,F,1900106616,City_18,Pediatrics
N001645,Nurse_1645,1978-05-11,M,4000910477,City_79,Surgery
N001646,Nurse_1646,1989-11-07,F,3155071298,City_5,ICU
N001647,Nurse_1647,1963-08-19,F,1400327262,City_21,General
N001648,Nurse_1648,1992-12-10,F,7916836448,City_68,Pediatrics
N001649,Nurse_1649,1998-10-04,F,4484209902,City_81,ICU
N001650,Nurse_1650,1981-01-01,F,5762055502,City_97,ER
N001651,Nurse_1651,1989-03-18,M,2906373221,City_37,Surgery
N001652,Nurse_1652,1961-03-24,M,2396597390,City_76,Pediatrics
N001653,Nurse_1653,1960-01-22,M,3698880323,City_70,ER
N001654,Nurse_1654,1962-06-18,F,9976589034,City_88,Surgery
N001655,Nurse_1655,1960-02-24,M,6071272935,City_90,ER
N001656,Nurse_1656,1972-11-24,M,1046137745,City_27,ICU
N001657,Nurse_1657,1980-02-09,M,8861655232,City_35,ER
N001658,Nurse_1658,1987-05-21,F,4262470330,City_91,ER
N001659,Nurse_1659,1961-05-12,F,4659227818,City_73,Surgery
N001660,Nurse_1660,1986-10-10,M,7209055355,City_47,ICU
N001661,Nurse_1661,1990-02-07,F,7798920702,City_38,ICU
N001662,Nurse_1662,1969-05-06,F,6890064478,City_19,Pediatrics
N001663,Nurse_1663,1995-02-13,M,1018327907,City_26,Pediatrics
N001664,Nurse_1664,1984-05-16,M,1591631320,City_72,Pediatrics
N001665,Nurse_1665,1988-11-06,F,9232909116,City_25,General
N001666,Nurse_1666,1994-04-03,F,7036343481,City_59,Pediatrics
N001667,Nurse_1667,1966-12-23,F,4947001395,City_95,Surgery
N001668,Nurse_1668,1967-07-17,M,9934478402,City_4,Pediatrics
N001669,Nurse_1669,1995-11-15,F,1459119859,City_54,Surgery
N001670,Nurse_1670,1985-06-01,F,8601163369,City_44,ER
N001671,Nurse_1671,1960-11-13,F,4750350187,City_38,ER
N001672,Nurse_1672,1998-10-12,M,8529060778,City_12,ER
N001673,Nurse_1673,1987-07-17,M,3390934247,City_43,Pediatrics
N001674,Nurse_1674,1971-09-09,F,3371721210,City_48,Surgery
N001675,Nurse_1675,1976-06-01,F,9641947207,City_70,Surgery
N001676,Nurse_1676,1970-03-07,M,6701105448,City_74,ER
N001677,Nurse_1677,1985-12-28,F,1927522153,City_16,ICU
N001678,Nurse_1678,1989-08-07,M,2814380428,City_54,Surgery
N001679,Nurse_1679,1976-07-26,M,6916805780,City_78,Pediatrics
N001680,Nurse_1680,1974-02-12,M,1721480001,City_46,General
N001681,Nurse_1681,1995-05-19,F,6538966516,City_10,Pediatrics
N001682,Nurse_1682,1988-10-08,F,8933398113,City_61,Surgery
N001683,Nurse_1683,1994-04-11,F,1500749290,City_55,General
N001684,Nurse_1684,1965-02-18,F,9394643505,City_47,Surgery
N001685,Nurse_1685,1968-01-23,F,1778789170,City_71,ER
N001686,Nurse_1686,1990-04-06,F,8203259297,City_68,ER
N001687,Nurse_1687,1997-06-03,F,9793972202,City_49,General
N001688,Nurse_1688,1998-05-29,F,9632594878,City_78,ER
N001689,Nurse_1689,1964-09-18,F,5012069448,City_36,ER
N001690,Nurse_1690,1980-04-25,F,5746719880,City_24,Pediatrics
N001691,Nurse_1691,1999-12-14,M,6338259513,City_83,General
N001692,Nurse_1692,1969-03-06,M,3324048928,City_80,ER
N001693,Nurse_1693,1979-07-02,F,6813243939,City_93,General
N001694,Nurse_1694,1965-02-23,M,3599861153,City_40,ICU
N001695,Nurse_1695,1977-04-02,F,2490866781,City_23,General
N001696,Nurse_1696,1963-08-13,F,6972820487,City_66,Pediatrics
N001697,Nurse_1697,1995-10-24,M,2106712203,City_11,General
N001698,Nurse_1698,1967-09-15,M,3573933158,City_18,Surgery
N001699,Nurse_1699,1964-01-03,F,6346869386,City_22,ICU
N001700,Nurse_1700,1966-12-06,F,1842777219,City_72,General
N001701,Nurse_1701,1970-12-27,F,8247097554,City_29,Pediatrics
N001702,Nurse_1702,1992-02-16,M,9823169638,City_59,ICU
N001703,Nurse_1703,1991-09-01,M,3127080162,City_55,ICU
N001704,Nurse_1704,1987-12-21,M,9112360301,City_31,ER
N001705,Nurse_1705,1985-05-19,M,8212237776,City_41,Surgery
N001706,Nurse_1706,1964-06-12,M,4122045258,City_38,ER
N001707,Nurse_1707,1976-10-22,M,1872167067,City_65,General
N001708,Nurse_1708,1976-09-30,M,8182414168,City_89,ER
N001709,Nurse_1709,1967-12-21,M,4105048808,City_16,ICU
N001710,Nurse_1710,1989-03-15,M,6648347245,City_80,General
N001711,Nurse_1711,1984-03-13,F,6210381755,City_56,ICU
N001712,Nurse_1712,1987-12-22,F,7635096093,City_95,Surgery
N001713,Nurse_1713,1984-04-21,M,8556639072,City_11,Pediatrics
N001714,Nurse_1714,1987-10-15,M,8163889987,City_7,Pediatrics
N001715,Nurse_1715,1985-04-11,M,4590851309,City_47,Surgery
N001716,Nurse_1716,1963-02-17,M,7368907037,City_2,ER
N001717,Nurse_1717,1974-10-23,M,1883730114,City_42,Surgery
N001718,Nurse_1718,1966-02-03,F,8211682631,City_47,General
N001719,Nurse_1719,1962-02-09,M,1631785452,City_57,Pediatrics
N001720,Nurse_1720,1995-06-10,M,9061540042,City_58,ER
N001721,Nurse_1721,1975-07-07,M,6424864218,City_10,ER
N001722,Nurse_1722,1971-05-30,F,1867303848,City_93,Surgery
N001723,Nurse_1723,1988-09-21,M,5869007013,City_49,ICU
N001724,Nurse_1724,1962-04-01,M,7436115384,City_21,General
N001725,Nurse_1725,1983-10-31,M,4356054971,City_38,Pediatrics
N001726,Nurse_1726,1974-03-17,F,7121681981,City_46,General
N001727,Nurse_1727,1962-11-04,M,3384888482,City_33,Surgery
N001728,Nurse_1728,1993-01-01,M,9413861756,City_15,Pediatrics
N001729,Nurse_1729,1991-05-24,M,7495106272,City_52,Surgery
N001730,Nurse_1730,1996-04-30,F,4052204796,City_19,Surgery
